school_name,urn,borough,lsoa_code,lsoa_name,lon,lat,primary_secondary,school_type,admissions_type,gender,denomination,num_pupils,num_boys,num_girls,boy_girl_r,pupils_per_teacher,pct_esl,pct_fsm,pct_attainment,pct_absences,pct_unaut_absence,mean_distance,income_score,employment_score,crime_score,education_skills_score,health_score,ofsted
Ark Oval Primary Academy,137114,Croydon,E01000975,Croydon 022A,-0.089603772,51.37795449,Primary,Academy sponsor led,Not applicable,Mixed,No religious character,543,275,270,1,18.3,0.539,0.26,0.48,0.0553682,0.0139933,1.143715876,0.096,0.054,0.117,17.617,-0.087,2
Harris Academy Beckenham,137121,Bromley,E01000770,Bromley 012D,-0.025768928,51.39975527,Secondary,Academy sponsor led,Non-selective,Mixed,No religious character,950,765,185,4.1,15.3,0.2,0.232,0.65,0.0657238,0.0180654,3.120101207,0.036,0.029,0.205,1.008,-1.79,1
Queen Elizabeth's Girls' School,137131,Barnet,E01000250,Barnet 001C,-0.196767882,51.65176735,Secondary,Academy converter,Non-selective,Girls,No religious character,1137,0,1135,0,14.1,0.312,0.137,0.79,0.0667403,0.0216605,2.592271927,0.107,0.071,0.064,3.559,-1.451,2
Bexleyheath Academy,137138,Bexley,E01000365,Bexley 015C,0.146077964,51.45781508,Secondary,Academy sponsor led,Non-selective,Mixed,No religious character,1637,850,790,1.1,16.2,0.359,0.199,0.26,0.0931784,0.034558,2.620371422,0.092,0.06,0.595,9.92,-0.431,2
Harrow High School,137177,Harrow,E01002127,Harrow 023B,-0.32765137,51.57989527,Secondary,Academy converter,Non-selective,Mixed,No religious character,794,505,290,1.7,13.1,0.744,0.194,0.46,0.0761055,0.0243631,3.150671692,0.08,0.059,-0.121,2.644,-0.877,2
Bentley Wood High School,137178,Harrow,E01002227,Harrow 003A,-0.332356606,51.61731704,Secondary,Academy converter,Non-selective,Girls,No religious character,1069,0,1070,0,13.2,0.637,0.227,0.71,0.0562139,0.0068021,4.043126571,0.258,0.192,-0.096,16.925,0.229,1
The UCL Academy,137181,Camden,E01000963,Camden 017C,-0.171967104,51.54159529,Secondary,Academy sponsor led,Non-selective,Mixed,No religious character,697,365,330,1.1,12,0.495,0.246,NA,0.0919282,0.0233117,1.216048999,0.06,0.031,-0.12,5.354,-1.324,2
David Livingstone Academy,137195,Croydon,E01001160,Croydon 002D,-0.0978684,51.4094285,Primary,Academy converter,Non-selective,Mixed,No religious character,239,125,115,1.1,18.8,0.433,0.343,0.87,0.0614528,0.0277498,1.330481199,0.107,0.064,0.075,11.653,-0.545,1
Hall Mead School,137197,Havering,E01002254,Havering 019B,0.261768228,51.56419623,Secondary,Academy converter,Non-selective,Mixed,No religious character,960,535,425,1.3,13.5,0.122,0.063,0.71,0.061923,0.0118863,1.878804236,0.023,0.036,-0.418,5.787,-1.115,1
Rooks Heath College,137198,Harrow,E01002215,Harrow 031B,-0.37185508,51.56226213,Secondary,Academy converter,Non-selective,Mixed,No religious character,1058,540,515,1,13.5,0.628,0.141,0.51,0.068947,0.0215297,2.008679528,0.195,0.119,-0.093,22.626,-0.228,2
Canons High School,137199,Harrow,E01002200,Harrow 010D,-0.287438855,51.59951236,Secondary,Academy converter,Non-selective,Mixed,No religious character,1071,620,450,1.4,14.7,0.676,0.174,0.59,0.0956551,0.0277101,1.933705387,0.09,0.043,0.39,11.032,-1.355,2
Hatch End High School,137204,Harrow,E01002151,Harrow 006D,-0.356133518,51.60611522,Secondary,Academy converter,Non-selective,Mixed,No religious character,1585,910,675,1.3,14.5,0.572,0.235,0.51,0.0705182,0.0152799,2.575238272,0.239,0.183,0.116,27.834,-0.004,2
Balgowan Primary School,137216,Bromley,E01000707,Bromley 041A,-0.03889149,51.40453491,Primary,Academy converter,Not applicable,Mixed,No religious character,679,355,325,1.1,26.1,0.184,0.035,0.86,0.0349014,0.0031937,0.714241067,0.024,0.028,-0.758,1.97,-1.831,2
Drayton Manor High School,137221,Ealing,E01001288,Ealing 022B,-0.335717664,51.51591218,Secondary,Academy converter,Non-selective,Mixed,No religious character,1548,820,730,1.1,13.9,0.497,0.218,0.67,0.0612711,0.0441105,1.319199547,0.1,0.079,-0.173,3.032,-0.341,1
Sacred Heart of Mary Girls' School,137233,Havering,E01002386,Havering 022E,0.24354368,51.55685704,Secondary,Academy converter,Non-selective,Girls,Roman Catholic,812,0,810,0,12.7,0.237,0.044,0.8,0.0457098,0.0022928,4.062474171,0.07,0.037,0.149,7.055,-1.061,1
Valley Primary School,137242,Bromley,E01000677,Bromley 018C,0.005734419,51.40708929,Primary,Academy converter,Not applicable,Mixed,No religious character,481,240,245,1,40.2,0.376,0.116,0.91,0.0432268,0.0096671,1.125179833,0.055,0.033,0.944,3.59,-1.256,2
Biggin Hill Primary School,137244,Bromley,E01000658,Bromley 042A,0.040204481,51.31467689,Primary,Academy converter,Not applicable,Mixed,No religious character,376,185,190,1,17.6,0.021,0.077,0.82,0.0562456,0.0121943,1.639900078,0.048,0.048,-0.755,12.964,-0.832,2
Corpus Christi Catholic Primary School,137295,Lambeth,E01003018,Lambeth 020A,-0.120122229,51.45618152,Primary,Academy converter,Non-selective,Mixed,Roman Catholic,427,230,200,1.2,18.5,0.504,0.085,0.96,0.0263827,0.0020006,1.440383149,0.084,0.054,0.97,4.267,0.219,1
Richard Challoner School,137299,Kingston upon Thames,E01002977,Kingston upon Thames 012B,-0.2657114,51.38495517,Secondary,Academy converter,Non-selective,Boys,Roman Catholic,981,960,25,38.4,13.2,0.208,0.056,0.77,0.0497278,0.0025984,2.786429634,0.148,0.098,-0.074,16.596,-0.711,1
Independent Jewish Day School,137303,Barnet,E01000236,Barnet 034A,-0.21465995,51.58561495,Primary,Academy converter,Not applicable,Mixed,Jewish,223,120,105,1.1,11.8,0.148,0,1,0.0388812,0.0066604,1.195200753,0.079,0.059,-0.545,3.637,-1.135,3
Ark Atwood Primary Academy,137323,Westminster,E01004754,Westminster 010A,-0.191609367,51.52303316,Primary,Free schools,Not applicable,Mixed,No religious character,276,145,130,1.1,42.5,0.247,0.282,NA,0.052972,0.0125088,NA,0.331,0.226,0.716,21.818,0.891,1
Ark Conway Primary Academy,137331,Hammersmith and Fulham,E01001959,Hammersmith and Fulham 003C,-0.242449072,51.51375205,Primary,Free schools,Not applicable,Mixed,No religious character,121,60,65,0.9,15.1,0.271,0.19,NA,0.0580273,0.0113323,NA,0.249,0.172,0.832,17.963,0.657,1
The St Marylebone CofE School,137353,Westminster,E01004717,Westminster 011D,-0.152144735,51.52221132,Secondary,Academy converter,Non-selective,Girls,Church of England,1069,75,995,0.1,9.6,0.29,0.135,0.82,0.0690967,0.0224253,3.777555679,0.038,0.024,-0.363,0.172,-1.733,1
Whitefield School,137361,Barnet,E01000221,Barnet 039B,-0.21898311,51.57363072,Secondary,Academy converter,Non-selective,Mixed,No religious character,753,415,340,1.2,10.4,0.661,0.381,0.45,0.0749978,0.0282796,2.700426701,0.28,0.186,1.127,23.471,0.346,2
Hurstmere School,137368,Bexley,E01000461,Bexley 024E,0.114476309,51.43841604,Secondary,Academy converter,Non-selective,Boys,No religious character,1043,1045,0,0,15.3,0.071,0.042,0.63,0.0798966,0.018803,1.908691233,0.037,0.035,-0.217,8.647,-1.506,3
Harris Girls Academy Bromley,137379,Bromley,E01000797,Bromley 013E,-0.041196798,51.41620127,Secondary,Academy converter,Non-selective,Girls,No religious character,833,20,815,0,14.2,0.126,0.189,0.64,0.0580836,0.0211839,2.310480714,0.055,0.065,0.809,2.98,-0.777,1
Northumberland Heath Primary School,137380,Bexley,E01000441,Bexley 007E,0.156644532,51.47369165,Primary,Academy converter,Not applicable,Mixed,No religious character,576,280,300,0.9,21.5,0.281,0.279,0.7,0.0747146,0.0297658,1.234912875,0.215,0.136,0.393,31.82,0.227,2
Mill Hill County High School,137386,Barnet,E01000228,Barnet 007A,-0.247715693,51.62953639,Secondary,Academy converter,Non-selective,Mixed,No religious character,1670,855,815,1,13.9,0.324,0.103,0.71,0.0526907,0.0067317,3.246447882,0.079,0.055,0.618,5.053,-1.232,2
Christ's College Finchley,137388,Barnet,E01000210,Barnet 033E,-0.187236837,51.59098535,Secondary,Academy converter,Non-selective,Boys,No religious character,871,835,35,23.9,12.7,0.53,0.153,0.58,0.0651503,0.0332583,3.320281033,0.058,0.033,0.359,0.518,-1.85,2
The New North Academy,137393,Islington,E01002797,Islington 018B,-0.094921425,51.53970393,Primary,Academy converter,Not applicable,Mixed,No religious character,411,190,220,0.9,18.6,0.571,0.49,0.58,0.0798317,0.0295664,0.94530672,0.207,0.129,1.015,19.239,0.59,2
Redden Court School,137396,Havering,E01002268,Havering 010A,0.23197978,51.58647562,Secondary,Academy converter,Non-selective,Mixed,No religious character,737,385,350,1.1,15.1,0.17,0.101,0.7,0.0608443,0.0208092,1.5244416,0.072,0.067,-0.088,14.009,-0.609,1
Bishop Ramsey Church of England School,137407,Hillingdon,E01002435,Hillingdon 007C,-0.409233806,51.57886242,Secondary,Academy converter,Non-selective,Mixed,Church of England,1265,615,650,0.9,15.8,0.172,0.026,0.71,0.057555,0.0114735,3.719768258,0.028,0.035,-0.658,2.863,-0.936,3
Harris Primary Academy Peckham Park,137413,Southwark,E01004008,Southwark 022B,-0.065602898,51.47681417,Primary,Academy converter,Not applicable,Mixed,No religious character,400,195,205,1,40,0.537,0.33,0.42,0.0489123,0.0205407,1.093140169,0.246,0.155,0.872,14.739,0.245,2
Emerson Park Academy,137414,Havering,E01002273,Havering 015C,0.243186181,51.56953506,Secondary,Academy converter,Non-selective,Mixed,No religious character,965,585,380,1.5,15.6,0.146,0.073,0.6,0.066378,0.0168471,2.855426469,0.054,0.06,-0.736,17.26,-0.961,2
Peareswood Primary School,137417,Bexley,E01000433,Bexley 008F,0.182204892,51.47098838,Primary,Academy converter,Not applicable,Mixed,No religious character,359,165,195,0.8,18.5,0.358,0.442,0.73,0.0617019,0.0218308,1.006698008,0.224,0.162,0.684,28.709,0.601,2
The Ursuline Academy Ilford,137418,Redbridge,E01003781,Redbridge 026A,0.06956008,51.56257271,Secondary,Academy converter,Non-selective,Girls,Roman Catholic,794,0,795,0,15.7,0.574,0.153,0.78,0.0672666,0.0129544,2.925040288,0.144,0.067,0.582,5.472,-0.874,2
Chislehurst and Sidcup Grammar School,137423,Bexley,E01000462,Bexley 026E,0.107808545,51.43579327,Secondary,Academy converter,Selective,Mixed,No religious character,1353,730,625,1.2,16.4,0.093,0.027,0.98,0.0419178,0.0061328,4.359071174,0.101,0.06,-0.455,13.872,-0.471,2
Oasis Academy Johanna,137430,Lambeth,E01032582,Lambeth 036E,-0.111389447,51.50070808,Primary,Academy converter,Not applicable,Mixed,No religious character,258,130,130,1,23.1,0.532,0.301,0.55,0.0483257,0.011251,1.316293686,0.155,0.083,0.027,11.653,0.496,2
Tidemill Academy,137441,Lewisham,E01032579,Lewisham 039E,-0.023566921,51.47747962,Primary,Academy converter,Non-selective,Mixed,No religious character,466,245,225,1.1,15.3,0.434,0.324,0.65,0.0478743,0.0174048,1.009388313,0.218,0.144,1.195,15.895,0.546,2
Clapton Girls' Academy,137442,Hackney,E01001794,Hackney 011C,-0.051955353,51.5547256,Secondary,Academy converter,Non-selective,Girls,No religious character,1130,0,1130,0,13,0.309,0.448,0.62,0.0714481,0.0215913,1.489473131,0.135,0.07,0.767,7.301,-0.001,1
Alexandra Park School,137531,Haringey,E01001963,Haringey 009A,-0.136933636,51.60206743,Secondary,Academy converter,Non-selective,Mixed,No religious character,1441,740,700,1.1,14.3,0.303,0.114,0.78,0.0560752,0.0057677,1.364850339,0.055,0.034,0.134,0.406,-0.909,1
Hasmonean High School,137539,Barnet,E01000198,Barnet 025A,-0.214406954,51.59648294,Secondary,Academy converter,Non-selective,Mixed,Jewish,1063,570,490,1.2,14.7,0.081,0.031,0.8,0.06958,0.0229783,3.5103816,0.087,0.048,-0.606,2.096,-1.852,2
Twyford Church of England High School,137546,Ealing,E01001351,Ealing 025E,-0.277467111,51.50964915,Secondary,Academy converter,Non-selective,Mixed,Church of England,1485,770,715,1.1,14.5,0.152,0.086,0.87,0.0535494,0.0107236,3.264880611,0.162,0.101,1.295,4.474,0.131,1
Highams Park School,137558,Waltham Forest,E01004388,Waltham Forest 007F,0.002957519,51.60846675,Secondary,Academy converter,Non-selective,Mixed,No religious character,1553,830,720,1.2,13.8,0.375,0.127,0.62,0.080878,0.030781,1.193961111,0.119,0.095,0.352,9.876,-0.052,2
Belleville Primary School,137563,Wandsworth,E01004556,Wandsworth 009B,-0.163624858,51.45717678,Primary,Academy converter,Not applicable,Mixed,No religious character,857,440,420,1,17.9,0.309,0.055,0.87,0.0531611,0.0159631,0.858984927,0.033,0.018,-0.629,0.158,-1.23,1
William Tyndale Primary School,137566,Islington,E01002791,Islington 016E,-0.101239647,51.54208162,Primary,Academy converter,Not applicable,Mixed,No religious character,450,235,215,1.1,20.6,0.424,0.173,0.93,0.032854,0.0063356,0.894182181,0.075,0.054,0.439,10.811,-0.469,1
The Holy Family Catholic Primary School,137569,Ealing,E01001274,Ealing 020G,-0.283335881,51.52143443,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,249,120,130,0.9,24.8,0.598,0.125,NA,0.0400528,0.0040153,NA,0.048,0.038,-0.668,6.53,-1.333,1
Lime Tree Primary School,137575,Kingston upon Thames,E01002999,Kingston upon Thames 013E,-0.300316275,51.39161325,Primary,Foundation school,Not applicable,Mixed,No religious character,291,145,145,1,16.3,0.5,0.137,NA,0.060314,0.0227846,NA,0.095,0.056,0.263,11.395,-0.451,2
Feltham Community College,137618,Hounslow,E01002611,Hounslow 024D,-0.401062445,51.443911,Secondary,Academy converter,Non-selective,Mixed,No religious character,912,460,450,1,12.6,0.467,0.22,0.57,0.0818114,0.0391431,1.865379635,0.097,0.074,0.713,23.044,-0.123,2
Bishopshalt School,137633,Hillingdon,E01002414,Hillingdon 015A,-0.459640364,51.5325054,Secondary,Academy converter,Non-selective,Mixed,No religious character,1303,660,645,1,14,0.326,0.131,0.63,0.0584678,0.0130281,1.549231797,0.033,0.013,-0.182,10.12,-0.451,2
Vyners School,137635,Hillingdon,E01002461,Hillingdon 013A,-0.462065333,51.558489,Secondary,Academy converter,Non-selective,Mixed,No religious character,1133,580,550,1.1,14.7,0.24,0.055,0.82,0.0651298,0.0112486,1.761719937,0.048,0.042,-0.371,4.211,-1.028,1
Hendon School,137645,Barnet,E01000237,Barnet 032A,-0.217817815,51.58569896,Secondary,Academy converter,Non-selective,Mixed,No religious character,1291,680,610,1.1,13.6,0.514,0.225,0.7,0.0846637,0.0655844,2.773747987,0.055,0.036,0.266,1.569,-1.722,2
Redriff Primary School,137648,Southwark,E01004056,Southwark 008A,-0.036644473,51.50190831,Primary,Academy converter,Not applicable,Mixed,No religious character,456,250,205,1.2,15.2,0.607,0.307,0.9,0.0508394,0.0070689,1.111594067,0.13,0.084,0.286,8.358,0.039,1
The Hollyfield School and Sixth Form Centre,137678,Kingston upon Thames,E01002990,Kingston upon Thames 009D,-0.29903137,51.39681041,Secondary,Academy converter,Non-selective,Mixed,No religious character,1072,690,380,1.8,15.3,0.235,0.109,0.73,0.0679642,0.0234538,1.643992662,0.049,0.032,-0.964,1.915,-0.975,2
St Catherine's Catholic School,137681,Bexley,E01000329,Bexley 017C,0.156833649,51.45420933,Secondary,Academy converter,Non-selective,Girls,Roman Catholic,1056,0,1055,0,15.1,0.105,0.077,0.81,0.0439558,0.0036832,4.445708648,0.097,0.075,0.401,20.584,-0.916,2
Sir William Burrough Primary School,137682,Tower Hamlets,E01004254,Tower Hamlets 023B,-0.034187133,51.51380059,Primary,Academy converter,Not applicable,Mixed,No religious character,370,180,190,0.9,20.3,0.884,0.354,0.93,0.0594691,0.0205959,0.607809251,0.107,0.05,0.869,5.047,-0.594,3
Crofton Junior School,137683,Bromley,E01000813,Bromley 025D,0.076844213,51.38246117,Primary,Academy converter,Not applicable,Mixed,No religious character,717,370,345,1.1,17.5,0.166,0.064,0.89,0.0446854,0.0124456,1.330641079,0.029,0.031,-0.54,5.801,-1.54,1
Kingsbury High School,137685,Brent,E01000591,Brent 003F,-0.274699974,51.58968631,Secondary,Academy converter,Non-selective,Mixed,No religious character,1990,1100,890,1.2,16.3,0.637,0.142,0.65,0.0591266,0.0338569,1.989999253,0.096,0.058,0.776,12.307,-0.636,2
Forest Academy,137692,Redbridge,E01003723,Redbridge 002C,0.115061666,51.60877599,Secondary,Academy sponsor led,Non-selective,Mixed,No religious character,857,455,400,1.1,11.2,0.589,0.292,0.44,0.0561332,0.018828,3.95764512,0.187,0.132,0.706,30.908,-0.406,2
Featherstone High School,137729,Ealing,E01001367,Ealing 037B,-0.386979407,51.49931803,Secondary,Academy converter,Non-selective,Mixed,No religious character,1532,840,690,1.2,14.3,0.838,0.228,0.63,0.0509567,0.0287376,1.165089891,0.189,0.096,0.52,30.711,-0.308,1
Woodside High School,137745,Haringey,E01002104,Haringey 008D,-0.100932361,51.60350447,Secondary,Academy converter,Non-selective,Mixed,No religious character,809,435,375,1.2,14.8,0.502,0.293,0.45,0.0628217,0.0319671,1.544451716,0.161,0.1,0.592,20.478,-0.436,2
Norbury Manor Business and Enterprise College for Girls,137754,Croydon,E01001083,Croydon 003A,-0.115144752,51.41101171,Secondary,Academy converter,Non-selective,Girls,No religious character,1119,10,1110,0,14.3,0.644,0.225,0.69,0.092825,0.0380612,2.017252067,0.089,0.05,0.335,5.828,-0.805,2
Townley Grammar School,137769,Bexley,E01000363,Bexley 020D,0.139777887,51.45023226,Secondary,Academy converter,Selective,Girls,No religious character,1444,55,1390,0,15.2,0.231,0.034,NA,0.037286,0.0045097,5.290211641,0.057,0.054,-0.454,9.685,-0.759,1
Shirley High School Performing Arts College,137772,Croydon,E01001062,Croydon 026A,-0.049295369,51.36951988,Secondary,Academy converter,Non-selective,Mixed,No religious character,1003,490,515,1,14.6,0.321,0.242,0.55,0.1011371,0.0920591,2.440212027,0.078,0.058,-0.172,6.199,-0.624,2
Bethnal Green Academy,137789,Tower Hamlets,E01004312,Tower Hamlets 009A,-0.069586111,51.52739207,Secondary,Academy converter,Non-selective,Mixed,No religious character,964,555,405,1.4,16.1,0.591,0.513,0.9,0.0692637,0.0266117,2.177069331,0.284,0.145,1.218,22.886,0.744,2
Northwood School,137829,Hillingdon,E01002483,Hillingdon 002D,-0.405527885,51.60391029,Secondary,Academy converter,Non-selective,Mixed,No religious character,435,220,215,1,14.8,0.405,0.215,0.75,0.0616633,0.0205898,3.347811535,0.065,0.06,-0.413,3.698,-0.445,1
Barnhill Community High School,137844,Hillingdon,E01002393,Hillingdon 020B,-0.398870496,51.53041458,Secondary,Academy converter,Non-selective,Mixed,No religious character,1403,740,660,1.1,15.3,0.684,0.18,0.44,0.0685398,0.0254652,1.800860052,0.121,0.084,0.974,20.63,-0.288,1
Coombe Girls' School,137848,Kingston upon Thames,E01002961,Kingston upon Thames 008D,-0.263173636,51.41024111,Secondary,Academy converter,Non-selective,Girls,No religious character,1348,100,1250,0.1,13.8,0.401,0.084,0.8,0.0764612,0.0245672,1.833864477,0.064,0.056,-0.976,0.863,-0.998,2
St Agatha's Catholic Primary School,137856,Kingston upon Thames,E01002938,Kingston upon Thames 003B,-0.293140762,51.42220983,Primary,Academy converter,Not applicable,Mixed,Roman Catholic,489,240,245,1,21.8,0.396,0.043,0.78,0.04875,0.0111947,1.389817694,0.039,0.038,-0.869,1.172,-1.606,2
Coombe Boys' School,137859,Kingston upon Thames,E01002983,Kingston upon Thames 015E,-0.247018088,51.39537837,Secondary,Academy converter,Non-selective,Boys,No religious character,758,730,25,29.2,12.8,0.391,0.093,0.55,0.0644476,0.0176799,2.604470237,0.055,0.038,-0.179,2.213,-1.6,2
Chiswick School,137907,Hounslow,E01002578,Hounslow 007D,-0.259804412,51.48190709,Secondary,Academy converter,Non-selective,Mixed,No religious character,1255,750,505,1.5,15.6,0.312,0.237,0.55,0.0823783,0.0253294,2.730545529,0.073,0.047,0.458,0.742,-1.103,2
Southborough High School,137917,Kingston upon Thames,E01003002,Kingston upon Thames 016E,-0.301878203,51.37580869,Secondary,Academy converter,Non-selective,Boys,No religious character,742,730,10,73,16.3,0.341,0.133,0.6,0.0687237,0.0284552,2.431443611,0.13,0.076,-0.131,12.293,-0.699,2
The Douay Martyrs Catholic School,137925,Hillingdon,E01002460,Hillingdon 011C,-0.444518301,51.55906685,Secondary,Academy converter,Non-selective,Mixed,Roman Catholic,1301,690,610,1.1,14.2,0.432,0.119,0.54,0.0554408,0.0071579,4.694780612,0.058,0.038,-0.327,3.696,-0.834,2
"Gumley House RC Convent School, FCJ",137928,Hounslow,E01002668,Hounslow 014A,-0.330281145,51.4690828,Secondary,Academy converter,Non-selective,Girls,Roman Catholic,1138,0,1135,0,14,0.307,0.079,0.82,0.0698518,0.0120322,4.842819209,0.091,0.072,0.195,11.964,-0.302,2
Tubbenden Primary School,137930,Bromley,E01000757,Bromley 031D,0.079422201,51.3657608,Primary,Academy converter,Not applicable,Mixed,No religious character,648,345,305,1.1,23.4,0.182,0.046,0.8,0.0501928,0.0142611,1.727082817,0.015,0.019,-1.499,3.375,-1.667,2
Sacred Heart High School,137935,Hammersmith and Fulham,E01001898,Hammersmith and Fulham 013C,-0.223330758,51.49358143,Secondary,Academy converter,Non-selective,Girls,Roman Catholic,926,0,925,0,16,0.405,0.05,0.85,0.0629179,0.0233143,4.957509247,0.129,0.092,0.141,9.96,0.345,1
Isleworth and Syon School for Boys,137940,Hounslow,E01002680,Hounslow 009D,-0.341425969,51.48058055,Secondary,Academy converter,Non-selective,Boys,No religious character,989,985,5,197,13.8,0.614,0.208,0.59,0.0736304,0.0229757,2.67955776,0.075,0.054,0.724,2.559,-0.552,2
City Heights E-ACT Academy,137954,Lambeth,E01003174,Lambeth 024C,-0.11361434,51.44225495,Secondary,Academy sponsor led,Non-selective,Mixed,No religious character,259,155,105,1.5,12.8,0.566,0.417,NA,0.079047,0.0318358,1.724106876,0.261,0.145,0.419,22.537,0.346,2
St James' Roman Catholic Primary School,137958,Bromley,E01000809,Bromley 022D,0.066348606,51.3893823,Primary,Academy converter,Not applicable,Mixed,Roman Catholic,217,110,110,1,24.3,0.102,0.023,0.94,0.0308796,0.0035125,1.055849989,0.027,0.031,-0.688,4.96,-1.492,1
St James the Great RC Primary and Nursery School,137959,Croydon,E01001147,Croydon 005A,-0.105678178,51.40625477,Primary,Academy converter,Not applicable,Mixed,Roman Catholic,506,245,260,0.9,24.7,0.285,0.092,0.86,0.0426991,0.0052149,1.558980154,0.205,0.133,0.551,34.34,0.349,1
Blackfen School for Girls,137965,Bexley,E01000352,Bexley 021D,0.112170409,51.44861966,Secondary,Academy converter,Non-selective,Girls,No religious character,1365,130,1235,0.1,14.5,0.164,0.079,0.7,0.0959656,0.0310783,2.306658096,0.099,0.061,-0.116,21.656,-0.728,2
St Martin in the Fields High School for Girls,137966,Lambeth,E01003169,Lambeth 025D,-0.109679563,51.44415198,Secondary,Academy converter,Non-selective,Girls,Church of England,832,25,810,0,12.7,0.5,0.244,0.56,0.1113726,0.0583176,2.951177502,0.127,0.1,0.743,5.496,0.081,2
Convent of Jesus and Mary Language College,137994,Brent,E01000533,Brent 031E,-0.246591922,51.53833678,Secondary,Academy converter,Non-selective,Girls,Roman Catholic,1030,0,1030,0,15.2,0.754,0.172,0.57,0.0745312,0.0425983,2.532594277,0.231,0.162,1.195,23.619,0.235,2
St Mark's Catholic School,137995,Hounslow,E01002664,Hounslow 017E,-0.37440607,51.468408,Secondary,Academy converter,Non-selective,Mixed,Roman Catholic,1177,660,520,1.3,15.8,0.625,0.05,0.83,0.0442495,0.0085908,3.330680229,0.174,0.116,0.976,5.553,-0.166,1
The Henrietta Barnett School,138051,Barnet,E01000209,Barnet 035B,-0.189160927,51.58108736,Secondary,Academy converter,Selective,Girls,No religious character,731,0,730,0,15.5,0.479,0.008,1,0.0382363,0.0027626,8.228094728,0.048,0.035,-0.013,0.414,-1.562,2
Riddlesdown Collegiate,138178,Croydon,E01001104,Croydon 042D,-0.087883657,51.32574075,Secondary,Academy converter,Non-selective,Mixed,No religious character,1889,970,920,1.1,14.9,0.054,0.083,0.71,0.0766727,0.028114,2.971490756,0.033,0.034,-0.334,3.031,-0.92,1
Woodcote High School,138187,Croydon,E01001028,Croydon 038A,-0.140810153,51.33057593,Secondary,Academy converter,Non-selective,Mixed,No religious character,1190,610,580,1.1,16.4,0.113,0.111,0.72,0.0961555,0.0289177,2.177629565,0.034,0.048,-0.575,2.573,-0.964,2
Wapping High School,138202,Tower Hamlets,E01004321,Tower Hamlets 021C,-0.060973572,51.51497493,Secondary,Free schools,Non-selective,Mixed,No religious character,168,90,75,1.2,10.5,0.603,0.423,NA,0.0847644,0.0475134,2.390203534,0.264,0.136,0.867,13.022,0.159,2
Kingfisher Hall Primary Academy,138203,Enfield,E01001440,Enfield 012A,-0.044601293,51.65180413,Primary,Free schools,Not applicable,Mixed,No religious character,238,125,115,1.1,14.9,0.61,0.239,NA,0.0491994,0.0095293,NA,0.206,0.119,0.866,28.439,-0.525,1
St Joseph's College,138221,Croydon,E01001084,Croydon 002A,-0.107389003,51.42053584,Secondary,Academy converter,Non-selective,Boys,Roman Catholic,1179,1150,30,38.3,16.8,0.253,0.156,0.7,0.0530806,0.0176467,3.249834196,0.066,0.048,0.442,4.058,-0.518,2
The Greenwich Free School,138245,Greenwich,E01001701,Greenwich 015C,0.052784789,51.47195913,Secondary,Free schools,Non-selective,Mixed,No religious character,294,180,115,1.6,19.6,0.239,0.139,NA,0.0502668,0.0207482,1.932447591,0.167,0.116,0.534,14.381,0.716,1
Emmanuel Community School,138258,Waltham Forest,E01004410,Waltham Forest 013B,-0.014116078,51.58753504,Primary,Free schools,Not applicable,Mixed,Other Christian Faith,82,40,40,1,20.5,0.566,0.268,NA,0.076821,0.0453832,NA,0.24,0.138,0.91,17.812,0.313,3
Ark Bolingbroke Academy,138267,Wandsworth,E01004557,Wandsworth 015B,-0.168258821,51.45612516,Secondary,Free schools,Non-selective,Mixed,No religious character,355,185,170,1.1,13,0.279,0.265,NA,0.0611792,0.01806,1.424321805,0.056,0.047,-0.672,1.063,-0.726,2
Rimon Jewish Primary School,138272,Barnet,E01000135,Barnet 038A,-0.202094041,51.56827423,Primary,Free schools,Non-selective,Mixed,Jewish,78,35,40,0.9,11.5,0.15,0.077,NA,0.0493457,0.0070944,NA,0.076,0.048,0.385,4.357,-1.087,2
Solebay Primary - A Paradigm Academy,138276,Tower Hamlets,E01004261,Tower Hamlets 010A,-0.038157984,51.52267989,Primary,Free schools,Not applicable,Mixed,No religious character,133,70,60,1.2,0,0.262,0.368,NA,0.0522654,0.0173122,NA,0.15,0.056,0.115,28.759,0.319,1
Westminster City School,138312,Westminster,E01004731,Westminster 020A,-0.139064298,51.49796703,Secondary,Academy converter,Non-selective,Boys,Other Christian Faith,765,735,30,24.5,12.4,0.33,0.272,0.5,0.071784,0.0254191,4.638224075,0.054,0.026,-1.359,6.307,-1.985,2
The Grey Coat Hospital,138313,Westminster,E01004731,Westminster 020A,-0.134504095,51.49603309,Secondary,Academy converter,Non-selective,Girls,Church of England,1036,30,1005,0,13.7,0.209,0.138,0.85,0.0516418,0.0089254,5.08817797,0.054,0.026,-1.359,6.307,-1.985,1
The Frances Bardsley Academy for Girls,138326,Havering,E01002352,Havering 016D,0.199088668,51.57317591,Secondary,Academy converter,Non-selective,Girls,No religious character,1274,0,1275,0,16,0.242,0.086,0.6,0.058177,0.0126828,2.755413086,0.128,0.101,-0.031,12.999,0.083,2
